,0,1,2,3,4,5,6,7,8,9,10
2817,breostgehygdum,ær,he,bæl,cure,,,,,,
2818,hate,heaðowylmas,him,of,hreðre,gewat,,,,,
2819,sawol,secean,soðfæstra,dom,,,,,,,
2820,ða,wæs,gegongen,guman,unfrodum,,,,,,
2821,earfoðlice,þæt,he,on,eorðan,geseah,,,,,
2822,þone,leofestan,lifes,æt,ende,,,,,,
2823,bleate,gebæran,bona,swylce,læg,,,,,,
2824,egeslic,eorðdraca,ealdre,bereafod,,,,,,,
2825,bealwe,gebæded,beahhordum,leng,,,,,,,
2826,wyrm,wohbogen,wealdan,ne,moste,,,,,,
2827,ac,hine,irenna,ecga,fornamon,,,,,,
2828,hearde,heaðoscearde,homera,lafe,,,,,,,
2829,þæt,se,widfloga,wundum,stille,,,,,,
2830,hreas,on,hrusan,hordærne,neah,,,,,,
2831,nalles,æfter,lyfte,lacende,hwearf,,,,,,
2832,middelnihtum,maðmæhta,wlonc,,,,,,,,
2833,ansyn,ywde,ac,he,eorðan,gefeoll,,,,,
2834,for,ðæs,hildfruman,hondgeweorce,,,,,,,
2835,huru,þæt,on,lande,lyt,manna,ðah,,,,
2836,mægenagendra,mine,gefræge,,,,,,,,
2837,þeah,ðe,he,dæda,gehwæs,dyrstig,wære,,,,
2838,þæt,he,wið,attorsceaðan,oreðe,geræsde,,,,,
2839,oððe,hringsele,hondum,styrede,,,,,,,
2840,gif,he,wæccende,weard,onfunde,,,,,,
2841,buon,on,beorge,biowulfe,wearð,,,,,,
2842,dryhtmaðma,dæl,deaðe,forgolden,,,,,,,
2843,hæfde,æghwæðer,ende,gefered,,,,,,,
2844,lænan,lifes,næs,ða,lang,to,ðon,,,,
2845,þæt,ða,hildlatan,holt,ofgefan,,,,,,
2846,tydre,treowlogan,tyne,ætsomne,,,,,,,
2847,ða,ne,dorston,ær,dareðum,lacan,,,,,
2848,on,hyra,mandryhtnes,miclan,þearfe,,,,,,
2849,ac,hy,scamiende,scyldas,bæran,,,,,,
2850,guðgewædu,þær,se,gomela,læg,,,,,,
2851,wlitan,on,wilaf,he,gewergad,sæt,,,,,
2852,feðecempa,frean,eaxlum,neah,,,,,,,
2853,wehte,hyne,wætre,him,wiht,ne,speow,,,,
2854,ne,meahte,he,on,eorðan,ðeah,he,uðe,wel,,
2855,on,ðam,frumgare,feorh,gehealdan,,,,,,
2856,ne,ðæs,wealdendes,wiht,oncirran,,,,,,
2857,wolde,dom,godes,dædum,rædan,,,,,,
2858,gumena,gehwylcum,swa,he,nu,gen,deð,,,,
2859,þa,wæs,æt,ðam,geongan,grim,ondswaru,,,,
2860,eðbegete,þam,ðe,ær,his,elne,forleas,,,,
2861,wiglaf,maðelode,weohstanes,sunu,,,,,,,
2862,sec,sarigferð,seah,on,unleofe,,,,,,
2863,þæt,la,mæg,secgan,se,ðe,wyle,soð,specan,,
2864,þæt,se,mondryhten,se,eow,ða,maðmas,geaf,,,
2865,eoredgeatwe,þe,ge,þær,on,standað,,,,,
2866,þonne,he,on,ealubence,oft,gesealde,,,,,
2867,healsittendum,helm,ond,byrnan,,,,,,,
2868,þeoden,his,þegnum,swylce,he,þrydlicost,,,,,
2869,ower,feor,oððe,neah,findan,meahte,,,,,
2870,þæt,he,genunga,guðgewædu,,,,,,,
2871,wraðe,forwurpe,ða,hyne,wig,beget,,,,,
2872,nealles,folccyning,fyrdgesteallum,,,,,,,,
2873,gylpan,þorfte,hwæðre,him,god,uðe,,,,,
2874,sigora,waldend,þæt,he,hyne,sylfne,gewræc,,,,
2875,ana,mid,ecge,þa,him,wæs,elnes,þearf,,,
2876,ic,him,lifwraðe,lytle,meahte,,,,,,
2877,ætgifan,æt,guðe,ond,ongan,swa,þeah,,,,
2878,ofer,min,gemet,mæges,helpan,,,,,,
2879,symle,wæs,þy,sæmra,þonne,ic,sweorde,drep,,,
2880,ferhðgeniðlan,fyr,unswiðor,,,,,,,,
2881,weoll,of,gewitte,wergendra,to,lyt,,,,,
2882,þrong,ymbe,þeoden,þa,hyne,sio,þrag,becwom,,,
2883,nu,sceal,sincþego,ond,swyrdgifu,,,,,,
2884,eall,eðelwyn,eowrum,cynne,,,,,,,
2885,lufen,alicgean,londrihtes,mot,,,,,,,
2886,þære,mægburge,monna,æghwylc,,,,,,,
2887,idel,hweorfan,syððan,æðelingas,,,,,,,
2888,feorran,gefricgean,fleam,eowerne,,,,,,,
2889,domleasan,dæd,deað,bið,sella,,,,,,
2890,eorla,gehwylcum,þonne,edwitlif,,,,,,,
2891,heht,ða,þæt,heaðoweorc,to,hagan,biodan,,,,
2892,up,ofer,ecgclif,þær,þæt,eorlweorod,,,,,
2893,morgenlongne,dæg,modgiomor,sæt,,,,,,,
2894,bordhæbbende,bega,on,wenum,,,,,,,
2895,endedogores,ond,eftcymes,,,,,,,,
2896,leofes,monnes,lyt,swigode,,,,,,,
2897,niwra,spella,se,ðe,næs,gerad,,,,,
2898,ac,he,soðlice,sægde,ofer,ealle,,,,,
2899,nu,is,wilgeofa,wedra,leoda,,,,,,
2900,dryhten,geata,deaðbedde,fæst,,,,,,,
2901,wunað,wælreste,wyrmes,dædum,,,,,,,
2902,him,on,efn,ligeð,ealdorgewinna,,,,,,
2903,sexbennum,seoc,sweorde,ne,meahte,,,,,,
2904,on,ðam,aglæcean,ænige,þinga,,,,,,
2905,wunde,gewyrcean,wiglaf,siteð,,,,,,,
2906,ofer,biowulfe,byre,wihstanes,,,,,,,
2907,eorl,ofer,oðrum,unlifigendum,,,,,,,
2908,healdeð,higemæðum,heafodwearde,,,,,,,,
2909,leofes,ond,laðes,nu,ys,leodum,wen,,,,
2910,orleghwile,syððan,underne,,,,,,,,
2911,froncum,ond,frysum,fyll,cyninges,,,,,,
2912,wide,weorðeð,wæs,sio,wroht,scepen,,,,,
2913,heard,wið,hugas,syððan,higelac,cwom,,,,,
2914,faran,flotherge,on,fresna,land,,,,,,
2915,þær,hyne,hetware,hilde,genægdon,,,,,,
2916,elne,geeodon,mid,ofermægene,,,,,,,
2917,þæt,se,byrnwiga,bugan,sceolde,,,,,,
2918,feoll,on,feðan,nalles,frætwe,geaf,,,,,
2919,ealdor,dugoðe,us,wæs,a,syððan,,,,,
2920,merewioingas,milts,ungyfeðe,,,,,,,,
2921,ne,ic,to,sweoðeode,sibbe,oððe,treowe,,,,
2922,wihte,ne,wene,ac,wæs,wide,cuð,,,,
2923,þætte,ongenðio,ealdre,besnyðede,,,,,,,
2924,hæðcen,hreþling,wið,hrefnawudu,,,,,,,
2925,þa,for,onmedlan,ærest,gesohton,,,,,,
2926,geata,leode,guðscilfingas,,,,,,,,
2927,sona,him,se,froda,fæder,ohtheres,,,,,
2928,eald,ond,egesfull,ondslyht,ageaf,,,,,,
2929,abreot,brimwisan,bryd,ahredde,,,,,,,
2930,gomela,iomeowlan,golde,berofene,,,,,,,
2931,onelan,modor,ond,ohtheres,,,,,,,
2932,ond,ða,folgode,feorhgeniðlan,,,,,,,
2933,oððæt,hi,oðeodon,earfoðlice,,,,,,,
2934,in,hrefnesholt,hlafordlease,,,,,,,,
2935,besæt,ða,sinherge,sweorda,lafe,,,,,,
2936,wundum,werge,wean,oft,gehet,,,,,,
2937,earmre,teohhe,ondlonge,niht,,,,,,,
2938,cwæð,he,on,mergenne,meces,ecgum,,,,,
2939,getan,wolde,sum,on,galgtreowum,,,,,,
2940,fuglum,to,gamene,frofor,eft,gelamp,,,,,
2941,sarigmodum,somod,ærdæge,,,,,,,,
2942,syððan,hie,hygelaces,horn,ond,byman,,,,,
2943,gealdor,ongeaton,þa,se,goda,com,,,,,
2944,leoda,dugoðe,on,last,faran,,,,,,
2945,wæs,sio,swatswaðu,sweona,ond,geata,,,,,
2946,wælræs,weora,wide,gesyne,,,,,,,
2947,hu,ða,folc,mid,him,fæhðe,towehton,,,,
2948,gewat,him,ða,se,goda,mid,his,gædelingum,,,
2949,frod,felageomor,fæsten,secean,,,,,,,
2950,eorl,ongenþio,ufor,oncirde,,,,,,,
2951,hæfde,higelaces,hilde,gefrunen,,,,,,,
2952,wlonces,wigcræft,wiðres,ne,truwode,,,,,,
2953,þæt,he,sæmannum,onsacan,mihte,,,,,,
2954,heaðoliðendum,hord,forstandan,,,,,,,,
2955,bearn,ond,bryde,beah,eft,þonan,,,,,
2956,eald,under,eorðweall,þa,wæs,æht,boden,,,,
2957,sweona,leodum,segn,higelaces,,,,,,,
2958,freoðowong,þone,forð,ofereodon,,,,,,,
2959,syððan,hreðlingas,to,hagan,þrungon,,,,,,
2960,þær,wearð,ongenðiow,ecgum,sweorda,,,,,,
2961,blondenfexa,on,bid,wrecen,,,,,,,
2962,þæt,se,þeodcyning,ðafian,sceolde,,,,,,
2963,eafores,anne,dom,hyne,yrringa,,,,,,
2964,wulf,wonreding,wæpne,geræhte,,,,,,,
2965,þæt,him,for,swenge,swat,ædrum,sprong,,,,
2966,forð,under,fexe,næs,he,forht,swa,ðeh,,,
2967,gomela,scilfing,ac,forgeald,hraðe,,,,,,
2968,wyrsan,wrixle,wælhlem,þone,,,,,,,
2969,syððan,ðeodcyning,þyder,oncirde,,,,,,,
2970,ne,meahte,se,snella,sunu,wonredes,,,,,
2971,ealdum,ceorle,ondslyht,giofan,,,,,,,
2972,ac,he,him,on,heafde,helm,ær,gescer,,,
2973,þæt,he,blode,fah,bugan,sceolde,,,,,
2974,feoll,on,foldan,næs,he,fæge,þa,git,,,
2975,ac,he,hyne,gewyrpte,þeah,ðe,him,wund,hrine,,
2976,let,se,hearda,higelaces,þegn,,,,,,
2977,bradne,mece,þa,his,broðor,læg,,,,,
2978,eald,sweord,eotonisc,entiscne,helm,,,,,,
2979,brecan,ofer,bordweal,ða,gebeah,cyning,,,,,
2980,folces,hyrde,wæs,in,feorh,dropen,,,,,
2981,ða,wæron,monige,þe,his,mæg,wriðon,,,,
2982,ricone,arærdon,ða,him,gerymed,wearð,,,,,
2983,þæt,hie,wælstowe,wealdan,moston,,,,,,
2984,þenden,reafode,rinc,oðerne,,,,,,,
2985,nam,on,ongenðio,irenbyrnan,,,,,,,
2986,heard,swyrd,hilted,ond,his,helm,somod,,,,
2987,hares,hyrste,higelace,bær,,,,,,,
2988,he,ðam,frætwum,feng,ond,him,fægre,gehet,,,
2989,leana,mid,leodum,ond,gelæste,swa,,,,,
2990,geald,þone,guðræs,geata,dryhten,,,,,,
2991,hreðles,eafora,þa,he,to,ham,becom,,,,
2992,iofore,ond,wulfe,mid,ofermaðmum,,,,,,
2993,sealde,hiora,gehwæðrum,hund,þusenda,,,,,,
2994,landes,ond,locenra,beaga,ne,ðorfte,him,ða,lean,oðwitan,
2995,mon,on,middangearde,syððan,hie,ða,mærða,geslogon,,,
2996,ond,ða,iofore,forgeaf,angan,dohtor,,,,,
2997,hamweorðunge,hyldo,to,wedde,,,,,,,
2998,þæt,ys,sio,fæhðo,ond,se,feondscipe,,,,
2999,wælnið,wera,ðæs,ðe,ic,wen,hafo,,,,
3000,þe,us,seceað,to,sweona,leoda,,,,,
3001,syððan,hie,gefricgeað,frean,userne,,,,,,
3002,ealdorleasne,þone,ðe,ær,geheold,,,,,,
3003,wið,hettendum,hord,ond,rice,,,,,,
3004,æfter,hæleða,hryre,hwate,scildingas,,,,,,
3005,folcred,fremede,oððe,furður,gen,,,,,,
3006,eorlscipe,efnde,nu,is,ofost,betost,,,,,
3007,þæt,we,þeodcyning,þær,sceawian,,,,,,
3008,ond,þone,gebringan,þe,us,beagas,geaf,,,,
3009,on,adfære,ne,scel,anes,hwæt,,,,,
3010,meltan,mid,þam,modigan,ac,þær,is,maðma,hord,,
3011,gold,unrime,grimme,geceapod,,,,,,,
3012,ond,nu,æt,siðestan,sylfes,feore,,,,,
3013,beagas,gebohte,þa,sceall,brond,fretan,,,,,
3014,æled,þeccean,nalles,eorl,wegan,,,,,,
3015,maððum,to,gemyndum,ne,mægð,scyne,,,,,
3016,habban,on,healse,hringweorðunge,,,,,,,
3017,ac,sceal,geomormod,golde,bereafod,,,,,,
3018,oft,nalles,æne,elland,tredan,,,,,,
3019,nu,se,herewisa,hleahtor,alegde,,,,,,
3020,gamen,ond,gleodream,forðon,sceall,gar,wesan,,,,
3021,monig,morgenceald,mundum,bewunden,,,,,,,
3022,hæfen,on,handa,nalles,hearpan,sweg,,,,,
3023,wigend,weccean,ac,se,wonna,hrefn,,,,,
3024,fus,ofer,fægum,fela,reordian,,,,,,
3025,earne,secgan,hu,him,æt,æte,speow,,,,
3026,þenden,he,wið,wulf,wæl,reafode,,,,,
3027,swa,se,secg,hwata,secggende,wæs,,,,,
3028,laðra,spella,he,ne,leag,fela,,,,,
3029,wyrda,ne,worda,weorod,eall,aras,,,,,
3030,eodon,unbliðe,under,earnanæs,,,,,,,
3031,wollenteare,wundur,sceawian,,,,,,,,
3032,fundon,ða,on,sande,sawulleasne,,,,,,
3033,hlimbed,healdan,þone,þe,him,hringas,geaf,,,,
3034,ærran,mælum,þa,wæs,endedæg,,,,,,
3035,godum,gegongen,þæt,se,guðcyning,,,,,,
3036,wedra,þeoden,wundordeaðe,swealt,,,,,,,
3037,ær,hi,þær,gesegan,syllicran,wiht,,,,,
3038,wyrm,on,wonge,wiðerræhtes,þær,,,,,,
3039,laðne,licgean,wæs,se,legdraca,,,,,,
3040,grimlic,gryrefah,gledum,beswæled,,,,,,,
3041,se,wæs,fiftiges,fotgemearces,,,,,,,
3042,lang,on,legere,lyftwynne,heold,,,,,,
3043,nihtes,hwilum,nyðer,eft,gewat,,,,,,
3044,dennes,niosian,wæs,ða,deaðe,fæst,,,,,
3045,hæfde,eorðscrafa,ende,genyttod,,,,,,,
3046,him,big,stodan,bunan,ond,orcas,,,,,
3047,discas,lagon,ond,dyre,swyrd,,,,,,
3048,omige,þurhetone,swa,hie,wið,eorðan,fæðm,,,,
3049,þusend,wintra,þær,eardodon,,,,,,,
3050,þonne,wæs,þæt,yrfe,eacencræftig,,,,,,
3051,iumonna,gold,galdre,bewunden,,,,,,,
3052,þæt,ðam,hringsele,hrinan,ne,moste,,,,,
3053,gumena,ænig,nefne,god,sylfa,,,,,,
3054,sigora,soðcyning,sealde,þam,ðe,he,wolde,,,,
3055,he,is,manna,gehyld,hord,openian,,,,,
3056,efne,swa,hwylcum,manna,swa,him,gemet,ðuhte,,,
3057,þa,wæs,gesyne,þæt,se,sið,ne,ðah,,,
3058,þam,ðe,unrihte,inne,gehydde,,,,,,
3059,wræte,under,wealle,weard,ær,ofsloh,,,,,
3060,feara,sumne,þa,sio,fæhð,gewearð,,,,,
3061,gewrecen,wraðlice,wundur,hwar,þonne,,,,,,
3062,eorl,ellenrof,ende,gefere,,,,,,,
3063,lifgesceafta,þonne,leng,ne,mæg,,,,,,
3064,mon,mid,his,magum,meduseld,buan,,,,,
3065,swa,wæs,biowulfe,þa,he,biorges,weard,,,,
3066,sohte,searoniðas,seolfa,ne,cuðe,,,,,,
3067,þurh,hwæt,his,worulde,gedal,weorðan,sceolde,,,,
3068,swa,hit,oð,domes,dæg,diope,benemdon,,,,
3069,þeodnas,mære,þa,ðæt,þær,dydon,,,,,
3070,þæt,se,secg,wære,synnum,scildig,,,,,
3071,hergum,geheaðerod,hellbendum,fæst,,,,,,,
3072,wommum,gewitnad,se,ðone,wong,strude,,,,,
3073,næs,he,goldhwæte,gearwor,hæfde,,,,,,
3074,agendes,est,ær,gesceawod,,,,,,,
3075,wiglaf,maðelode,wihstanes,sunu,,,,,,,
3076,oft,sceall,eorl,monig,anes,willan,,,,,
3077,wræc,adreogan,swa,us,geworden,is,,,,,
3078,ne,meahton,we,gelæran,leofne,þeoden,,,,,
3079,rices,hyrde,ræd,ænigne,,,,,,,
3080,þæt,he,ne,grette,goldweard,þone,,,,,
3081,lete,hyne,licgean,þær,he,longe,wæs,,,,
3082,wicum,wunian,oð,woruldende,,,,,,,
3083,heold,on,heahgesceap,hord,ys,gesceawod,,,,,
3084,grimme,gegongen,wæs,þæt,gifeðe,to,swið,,,,
3085,þe,ðone,þeodcyning,þyder,ontyhte,,,,,,
3086,ic,wæs,þær,inne,ond,þæt,eall,geondseh,,,
3087,recedes,geatwa,þa,me,gerymed,wæs,,,,,
3088,nealles,swæslice,sið,alyfed,,,,,,,
3089,inn,under,eorðweall,ic,on,ofoste,gefeng,,,,
3090,micle,mid,mundum,mægenbyrðenne,,,,,,,
3091,hordgestreona,hider,ut,ætbær,,,,,,,
3092,cyninge,minum,cwico,wæs,þa,gena,,,,,
3093,wis,ond,gewittig,worn,eall,gespræc,,,,,
3094,gomol,on,gehðo,ond,eowic,gretan,het,,,,
3095,bæd,þæt,ge,geworhton,æfter,wines,dædum,,,,
3096,in,bælstede,beorh,þone,hean,,,,,,
3097,micelne,ond,mærne,swa,he,manna,wæs,,,,
3098,wigend,weorðfullost,wide,geond,eorðan,,,,,,
3099,þenden,he,burhwelan,brucan,moste,,,,,,
3100,uton,nu,efstan,oðre,siðe,,,,,,
3101,seon,ond,secean,searogimma,geþræc,,,,,,
3102,wundur,under,wealle,ic,eow,wisige,,,,,
3103,þæt,ge,genoge,neon,sceawiað,,,,,,
3104,beagas,ond,brad,gold,sie,sio,bær,gearo,,,
3105,ædre,geæfned,þonne,we,ut,cymen,,,,,
3106,ond,þonne,geferian,frean,userne,,,,,,
3107,leofne,mannan,þær,he,longe,sceal,,,,,
3108,on,ðæs,waldendes,wære,geþolian,,,,,,
3109,het,ða,gebeodan,byre,wihstanes,,,,,,
3110,hæle,hildedior,hæleða,monegum,,,,,,,
3111,boldagendra,þæt,hie,bælwudu,,,,,,,
3112,feorran,feredon,folcagende,,,,,,,,
3113,godum,togenes,nu,sceal,gled,fretan,,,,,
3114,weaxan,wonna,leg,wigena,strengel,,,,,,
3115,þone,ðe,oft,gebad,isernscure,,,,,,
3116,þonne,stræla,storm,strengum,gebæded,,,,,,
3117,scoc,ofer,scildweall,sceft,nytte,heold,,,,,
3118,feðergearwum,fus,flane,fulleode,,,,,,,
3119,huru,se,snotra,sunu,wihstanes,,,,,,
3120,acigde,of,corðre,cyninges,þegnas,,,,,,
3121,syfone,tosomne,þa,selestan,,,,,,,
3122,eode,eahta,sum,under,inwithrof,,,,,,
3123,hilderinca,sum,on,handa,bær,,,,,,
3124,æledleoman,se,ðe,on,orde,geong,,,,,
3125,næs,ða,on,hlytme,hwa,þæt,hord,strude,,,
3126,syððan,orwearde,ænigne,dæl,,,,,,,
3127,secgas,gesegon,on,sele,wunian,,,,,,
3128,læne,licgan,lyt,ænig,mearn,,,,,,
3129,þæt,hi,ofostlice,ut,geferedon,,,,,,
3130,dyre,maðmas,dracan,ec,scufun,,,,,,
3131,wyrm,ofer,weallclif,leton,weg,niman,,,,,
3132,flod,fæðmian,frætwa,hyrde,,,,,,,
3133,þa,wæs,wunden,gold,on,wæn,hladen,,,,
3134,æghwæs,unrim,æþeling,boren,,,,,,,
3135,har,hilderinc,to,hronesnæsse,,,,,,,
3136,him,ða,gegiredan,geata,leode,,,,,,
3137,ad,on,eorðan,unwaclicne,,,,,,,
3138,helmum,behongen,hildebordum,,,,,,,,
3139,beorhtum,byrnum,swa,he,bena,wæs,,,,,
3140,alegdon,ða,tomiddes,mærne,þeoden,,,,,,
3141,hæleð,hiofende,hlaford,leofne,,,,,,,
3142,ongunnon,þa,on,beorge,bælfyra,mæst,,,,,
3143,wigend,weccan,wudurec,astah,,,,,,,
3144,sweart,ofer,swioðole,swogende,leg,,,,,,
3145,wope,bewunden,windblond,gelæg,,,,,,,
3146,oðþæt,he,ða,banhus,gebrocen,hæfde,,,,,
3147,hat,on,hreðre,higum,unrote,,,,,,
3148,modceare,mændon,mondryhtnes,cwealm,,,,,,,
3149,swylce,giomorgyd,geatisc,meowle,,,,,,,
3150,bundenheorde,,,,,,,,,,
3151,song,sorgcearig,swiðe,geneahhe,,,,,,,
3152,þæt,hio,hyre,heofungdagas,hearde,ondrede,,,,,
3153,wælfylla,worn,werudes,egesan,,,,,,,
3154,hynðo,ond,hæftnyd,heofon,rece,swealg,,,,,
3155,geworhton,ða,wedra,leode,,,,,,,
3156,hleo,on,hoe,se,wæs,heah,ond,brad,,,
3157,wægliðendum,wide,gesyne,,,,,,,,
3158,ond,betimbredon,on,tyn,dagum,,,,,,
3159,beadurofes,becn,bronda,lafe,,,,,,,
3160,wealle,beworhton,swa,hyt,weorðlicost,,,,,,
3161,foresnotre,men,findan,mihton,,,,,,,
3162,hi,on,beorg,dydon,beg,ond,siglu,,,,
3163,eall,swylce,hyrsta,swylce,on,horde,ær,,,,
3164,niðhedige,men,genumen,hæfdon,,,,,,,
3165,forleton,eorla,gestreon,eorðan,healdan,,,,,,
3166,gold,on,greote,þær,hit,nu,gen,lifað,,,
3167,eldum,swa,unnyt,swa,hit,æror,wæs,,,,
3168,þa,ymbe,hlæw,riodan,hildediore,,,,,,
3169,æþelinga,bearn,ealra,twelfe,,,,,,,
3170,woldon,ceare,cwiðan,ond,kyning,mænan,,,,,
3171,wordgyd,wrecan,ond,ymb,wer,sprecan,,,,,
3172,eahtodan,eorlscipe,ond,his,ellenweorc,,,,,,
3173,duguðum,demdon,swa,hit,gedefe,bið,,,,,
3174,þæt,mon,his,winedryhten,wordum,herge,,,,,
3175,ferhðum,freoge,þonne,he,forð,scile,,,,,
3176,of,lichaman,læded,weorðan,,,,,,,
3177,swa,begnornodon,geata,leode,,,,,,,
3178,hlafordes,hryre,heorðgeneatas,,,,,,,,
3179,cwædon,þæt,he,wære,wyruldcyninga,,,,,,
3180,manna,mildust,ond,monðwærust,,,,,,,
3181,leodum,liðost,ond,lofgeornost,,,,,,,
