,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
2792,the,old,lord,gazed,sadly,at,the,gold,,,,,,,,,,,
2793,to,the,everlasting,lord,of,all,,,,,,,,,,,,,
2794,to,the,king,of,glory,i,give,thanks,,,,,,,,,,,
2795,that,i,beheld,this,treasure,here,in,front,of,me,,,,,,,,,
2796,that,i,have,been,allowed,to,leave,my,people,,,,,,,,,,
2797,so,well,endowed,on,the,day,i,die,,,,,,,,,,,
2798,now,that,i,have,bartered,my,last,breath,,,,,,,,,,,
2799,to,own,this,fortune,it,is,up,to,you,2800,,,,,,,,,
2800,to,look,after,their,needs,i,can,hold,out,no,longer,,,,,,,,
2801,order,my,troop,to,construct,a,barrow,,,,,,,,,,,,
2802,on,a,headland,on,the,coast,after,my,pyre,has,cooled,,,,,,,,
2803,it,will,loom,in,the,horizon,at,hronesness,,,,,,,,,,,
2804,and,be,a,reminder,among,my,people,,,,,,,,,,,,
2805,so,that,in,coming,times,crews,under,sail,,,,,,,,,,,
2806,will,call,it,beowulfs,barrow,as,they,steer,,,,,,,,,,,
2807,ships,across,the,wide,and,shrouded,waters,,,,,,,,,,,,
2808,then,the,king,in,his,greatheartedness,unclasped,,,,,,,,,,,,
2809,the,collar,of,gold,from,his,neck,and,gave,it,2810,,,,,,,,
2810,to,the,young,thane,telling,him,to,use,,,,,,,,,,,
2811,it,and,the,war,shirt,and,the,gilded,helmet,well,,,,,,,,,
2812,you,are,the,last,of,us,the,only,one,left,,,,,,,,,
2813,of,the,waegmundings,fate,swept,us,away,,,,,,,,,,,,
2814,sent,my,whole,brave,highborn,clan,,,,,,,,,,,,,
2815,to,their,final,doom,now,i,must,follow,them,,,,,,,,,,
2816,that,was,the,warriors,last,word,,,,,,,,,,,,,
2817,he,had,no,more,to,confide,the,furious,heat,,,,,,,,,,
2818,of,the,pyre,would,assail,him,his,soul,fled,from,his,breast,,,,,,,
2819,to,its,destined,place,among,the,steadfast,ones,2820,,,,,,,,,,
2820,it,was,hard,then,on,the,young,hero,,,,,,,,,,,
2821,having,to,watch,the,one,he,held,so,dear,,,,,,,,,,
2822,there,on,the,ground,going,through,,,,,,,,,,,,,
2823,his,death,agony,the,dragon,from,underearth,,,,,,,,,,,,
2824,his,nightmarish,destroyer,lay,destroyed,as,well,,,,,,,,,,,,
2825,utterly,without,life,no,longer,would,his,snake,folds,,,,,,,,,,
2826,ply,themselves,to,safeguard,hidden,gold,,,,,,,,,,,,,
2827,hardedged,blades,hammered,out,,,,,,,,,,,,,,,
2828,and,keenly,filed,had,finished,him,,,,,,,,,,,,,
2829,so,that,the,skyroamer,lay,there,rigid,2830,,,,,,,,,,,
2830,brought,low,beside,the,treasurelodge,,,,,,,,,,,,,,
2831,never,again,would,he,glitter,and,glide,,,,,,,,,,,,
2832,and,show,himself,off,in,midnight,air,,,,,,,,,,,,
2833,exulting,in,his,riches,he,fell,to,earth,,,,,,,,,,,
2834,through,the,battlestrength,in,beowulfs,arm,,,,,,,,,,,,,
2835,there,were,few,indeed,as,far,as,i,have,heard,,,,,,,,,
2836,big,and,brave,as,they,may,have,been,,,,,,,,,,,
2837,few,who,would,have,held,out,if,they,had,had,to,face,,,,,,,
2838,the,outpourings,of,that,poisonbreather,,,,,,,,,,,,,,
2839,or,gone,foraging,on,the,ringhall,floor,2840,,,,,,,,,,,
2840,and,found,the,deep,barrowdweller,,,,,,,,,,,,,,
2841,on,guard,and,awake,the,treasure,had,been,won,,,,,,,,,,
2842,bought,and,paid,for,by,beowulfs,death,,,,,,,,,,,,
2843,both,had,reached,the,end,of,the,road,,,,,,,,,,,
2844,through,the,life,they,had,been,lent,before,long,,,,,,,,,,
2845,the,battledodgers,abandoned,the,wood,,,,,,,,,,,,,,
2846,the,ones,who,had,let,down,their,lord,earlier,,,,,,,,,,
2847,the,tailturners,ten,of,them,together,,,,,,,,,,,,,
2848,when,he,needed,them,the,most,they,had,made,off,,,,,,,,,
2849,now,they,were,ashamed,and,came,behind,shields,2850,,,,,,,,,,
2850,in,their,battleoutfits,to,where,the,old,man,lay,,,,,,,,,,
2851,they,watched,wiglaf,sitting,worn,out,,,,,,,,,,,,,
2852,a,comrade,shoulder,to,shoulder,with,his,lord,,,,,,,,,,,
2853,trying,in,vain,to,bring,him,round,with,water,,,,,,,,,,
2854,much,as,he,wanted,to,there,was,no,way,,,,,,,,,,
2855,he,could,preserve,his,lords,life,on,earth,,,,,,,,,,,
2856,or,alter,in,the,least,the,almightys,will,,,,,,,,,,,
2857,what,god,judged,right,would,rule,what,happened,,,,,,,,,,,
2858,to,every,man,as,it,does,to,this,day,,,,,,,,,,
2859,then,a,stern,rebuke,was,bound,to,come,2860,,,,,,,,,,
2860,from,the,young,warrior,to,the,ones,who,had,been,cowards,,,,,,,,
2861,wiglaf,son,of,weohstan,spoke,,,,,,,,,,,,,,
2862,disdainfully,and,in,disappointment,,,,,,,,,,,,,,,
2863,anyone,ready,to,admit,the,truth,,,,,,,,,,,,,
2864,will,surely,realize,the,lord,of,men,,,,,,,,,,,,
2865,who,showered,you,with,gifts,and,gave,you,the,armor,,,,,,,,,
2866,you,are,standing,inwhen,he,would,distribute,,,,,,,,,,,,
2867,helmets,and,mailshirts,to,men,on,the,meadbenches,,,,,,,,,,,
2868,a,prince,treating,his,thanes,in,hall,,,,,,,,,,,,
2869,to,the,best,he,could,find,far,or,near,2870,,,,,,,,,
2870,was,throwing,weapons,uselessly,away,,,,,,,,,,,,,,
2871,it,would,be,a,sad,waste,when,the,war,broke,out,,,,,,,,
2872,beowulf,had,little,cause,to,brag,,,,,,,,,,,,,
2873,about,his,armed,guard,yet,god,who,ordains,,,,,,,,,,,
2874,who,wins,or,loses,allowed,him,to,strike,,,,,,,,,,,
2875,with,his,own,blade,when,bravery,was,needed,,,,,,,,,,,
2876,there,was,little,i,could,do,to,protect,his,life,,,,,,,,,
2877,in,the,heat,of,the,fray,yet,i,found,new,strength,,,,,,,,
2878,welling,up,when,i,went,to,help,him,,,,,,,,,,,
2879,then,my,sword,connected,and,the,deadly,assaults,2880,,,,,,,,,,
2880,of,our,foe,grew,weaker,the,fire,coursed,,,,,,,,,,,
2881,less,strongly,from,his,head,but,when,the,worst,happened,,,,,,,,,
2882,too,few,rallied,around,the,prince,,,,,,,,,,,,,
2883,so,it,is,goodbye,now,to,all,you,know,and,love,,,,,,,,
2884,on,your,homeground,the,openhandedness,,,,,,,,,,,,,,
2885,the,giving,of,warswords,every,one,of,you,,,,,,,,,,,
2886,with,freeholds,of,land,our,whole,nation,,,,,,,,,,,,
2887,will,be,dispossessed,once,princes,from,beyond,,,,,,,,,,,,
2888,get,tidings,of,how,you,turned,and,fled,,,,,,,,,,,
2889,and,disgraced,yourselves,a,warrior,will,sooner,2890,,,,,,,,,,,
2890,die,than,live,a,life,of,shame,,,,,,,,,,,,
2891,then,he,ordered,the,outcome,of,the,fight,to,be,reported,,,,,,,,
2892,to,those,camped,on,the,ridge,that,crowd,of,retainers,,,,,,,,,
2893,who,had,sat,all,morning,sad,at,heart,,,,,,,,,,,
2894,shieldbearers,wondering,about,,,,,,,,,,,,,,,,
2895,the,man,they,loved,would,this,day,be,his,last,,,,,,,,,
2896,or,would,he,return,he,told,the,truth,,,,,,,,,,,
2897,and,did,not,balk,the,rider,who,bore,,,,,,,,,,,
2898,news,to,the,clifftop,he,addressed,them,all,,,,,,,,,,,
2899,now,the,peoples,pride,and,love,2900,,,,,,,,,,,,
2900,the,lord,of,the,geats,is,laid,on,his,deathbed,,,,,,,,,
2901,brought,down,by,the,dragons,attack,,,,,,,,,,,,,
2902,beside,him,lies,the,bane,of,his,life,,,,,,,,,,,
2903,dead,from,knifewounds,there,was,no,way,,,,,,,,,,,,
2904,beowulf,could,manage,to,get,the,better,,,,,,,,,,,,
2905,of,the,monster,with,his,sword,wiglaf,sits,,,,,,,,,,,
2906,at,beowulfs,side,the,son,of,weohstan,,,,,,,,,,,,
2907,the,living,warrior,watching,by,the,dead,,,,,,,,,,,,
2908,keeping,weary,vigil,holding,a,wake,,,,,,,,,,,,,
2909,for,the,loved,and,the,loathed,2910,now,war,is,looming,,,,,,,,
2910,over,our,nation,soon,it,will,be,known,,,,,,,,,,,
2911,to,franks,and,frisians,far,and,wide,,,,,,,,,,,,
2912,that,the,king,is,gone,hostility,has,been,great,,,,,,,,,,
2913,among,the,franks,since,hygelac,sailed,forth,,,,,,,,,,,,
2914,at,the,head,of,a,warfleet,into,friesland,,,,,,,,,,,
2915,there,the,hetware,harried,and,attacked,,,,,,,,,,,,,
2916,and,overwhelmed,him,with,great,odds,,,,,,,,,,,,,
2917,the,leader,in,his,wargear,was,laid,low,,,,,,,,,,,
2918,fell,amongst,followers,that,lord,did,not,favor,,,,,,,,,,,
2919,his,company,with,spoils,the,merovingian,king,2920,,,,,,,,,,,
2920,has,been,an,enemy,to,us,ever,since,,,,,,,,,,,
2921,nor,do,i,expect,peace,of,pactkeeping,,,,,,,,,,,,
2922,of,any,sort,from,the,swedes,remember,,,,,,,,,,,,
2923,at,ravenswood,ongentheow,,,,,,,,,,,,,,,,
2924,slaughtered,haethcyn,hrethels,son,,,,,,,,,,,,,,,
2925,when,the,geat,people,in,their,arrogance,,,,,,,,,,,,
2926,first,attacked,the,fierce,shylfings,,,,,,,,,,,,,,
2927,the,return,blow,was,quickly,struck,,,,,,,,,,,,,
2928,by,ohtheres,father,old,and,terrible,,,,,,,,,,,,,
2929,he,felled,the,seaking,and,saved,is,own,2930,,,,,,,,,,
2930,aged,wife,the,mother,of,onela,,,,,,,,,,,,,
2931,and,of,ohthere,bereft,of,her,gold,rings,,,,,,,,,,,
2932,then,he,kept,hard,on,the,heels,of,the,foe,,,,,,,,,
2933,and,drove,them,leaderless,lucky,to,get,away,,,,,,,,,,,
2934,in,a,desperate,route,to,ravenswood,,,,,,,,,,,,,
2935,his,army,surrounded,the,weary,remnant,,,,,,,,,,,,,
2936,where,they,nursed,their,wounds,all,through,the,night,,,,,,,,,,
2937,he,howled,threats,at,those,huddled,survivors,,,,,,,,,,,,
2938,promises,to,axe,their,bodies,open,,,,,,,,,,,,,
2939,when,dawn,broke,dangle,them,from,gallows,2940,,,,,,,,,,,
2940,to,feed,the,birds,but,at,first,light,,,,,,,,,,,
2941,when,their,spirits,were,lowest,relief,arrived,,,,,,,,,,,,
2942,they,heard,the,sound,of,hygelacs,horn,,,,,,,,,,,,
2943,his,trumpet,calling,as,he,came,to,find,them,,,,,,,,,,
2944,the,hero,in,pursuit,at,hand,with,troops,,,,,,,,,,,
2945,the,bloody,swathe,that,swedes,and,geats,,,,,,,,,,,,
2946,cut,through,each,other,was,everywhere,,,,,,,,,,,,,
2947,no,one,could,miss,their,murderous,feuding,,,,,,,,,,,,
2948,then,the,old,man,made,his,move,,,,,,,,,,,,
2949,pulled,back,barred,his,people,in,2950,,,,,,,,,,,,
2950,ongentheow,withdrew,to,higher,ground,,,,,,,,,,,,,,
2951,hygelacs,pride,and,prowess,as,a,fighter,,,,,,,,,,,,
2952,were,known,to,the,earl,he,had,no,confidence,,,,,,,,,,
2953,that,he,could,hold,out,against,that,horde,of,seamen,,,,,,,,,
2954,defend,wife,and,the,ones,he,loved,,,,,,,,,,,,
2955,from,the,shock,of,the,attack,he,retreated,for,shelter,,,,,,,,,
2956,behind,the,earth,wall,then,hygelac,swooped,,,,,,,,,,,,
2957,on,the,swedes,at,bay,his,banners,swarmed,,,,,,,,,,,
2958,into,their,refuge,the,geat,forces,,,,,,,,,,,,,
2959,drove,forward,to,destroy,the,camp,2960,,,,,,,,,,,,
2960,there,in,his,gray,hairs,ongentheow,,,,,,,,,,,,,
2961,was,cornered,ringed,around,with,swords,,,,,,,,,,,,,
2962,and,it,came,to,pass,that,the,kings,fate,,,,,,,,,,
2963,was,in,eofors,hands,and,in,his,alone,,,,,,,,,,,
2964,wulf,son,of,wonred,went,for,him,in,anger,,,,,,,,,,
2965,split,him,open,so,that,blood,came,spurting,,,,,,,,,,,
2966,from,under,his,hair,the,old,hero,,,,,,,,,,,,
2967,still,did,not,flinch,but,parried,fast,,,,,,,,,,,,
2968,hit,back,with,a,harder,stroke,,,,,,,,,,,,,
2969,the,king,turned,and,took,him,on,2970,,,,,,,,,,,
2970,then,wonreds,son,the,brave,wulf,,,,,,,,,,,,,
2971,could,land,no,blow,against,the,aged,lord,,,,,,,,,,,
2972,ongentheow,divided,his,helmet,,,,,,,,,,,,,,,
2973,so,that,he,buckled,and,bowed,his,bloodied,head,,,,,,,,,,
2974,and,dropped,to,the,ground,but,his,doom,held,off,,,,,,,,,
2975,though,he,was,cut,deep,he,recovered,again,,,,,,,,,,,
2976,with,his,brother,down,the,undaunted,eofor,,,,,,,,,,,,
2977,hygelacs,thane,hefted,his,sword,,,,,,,,,,,,,,
2978,and,smashed,murderously,at,the,massive,helmet,,,,,,,,,,,,
2979,past,the,lifted,shield,and,the,king,collapsed,2980,,,,,,,,,,
2980,the,shepherd,of,people,was,sheared,of,life,,,,,,,,,,,
2981,many,then,hurried,to,help,wulf,,,,,,,,,,,,,
2982,bandaged,and,lifted,him,now,that,they,were,left,,,,,,,,,,
2983,masters,of,the,bloodsoaked,battleground,,,,,,,,,,,,,,
2984,one,warrior,stripped,the,other,,,,,,,,,,,,,,
2985,looted,ongentheows,iron,mailcoat,,,,,,,,,,,,,,,
2986,his,hard,swordhilt,his,helmet,too,,,,,,,,,,,,,
2987,and,carried,the,graith,to,king,hygelac,,,,,,,,,,,,
2988,he,accepted,the,prize,promised,fairly,,,,,,,,,,,,,
2989,that,reward,would,come,and,kept,his,word,2990,,,,,,,,,,
2990,for,their,bravery,in,action,when,they,arrived,home,,,,,,,,,,
2991,eofor,and,wulf,were,overloaded,,,,,,,,,,,,,,
2992,by,hrethels,son,hygelac,the,geat,,,,,,,,,,,,,
2993,with,gifts,of,land,and,linked,rings,,,,,,,,,,,,
2994,that,were,worth,a,fortune,they,had,won,glory,,,,,,,,,,
2995,so,there,was,no,gainsaying,his,generosity,,,,,,,,,,,,
2996,and,he,gave,eofor,his,only,daughter,,,,,,,,,,,,
2997,to,bide,at,home,with,him,an,honor,and,a,bond,,,,,,,,
2998,so,this,bad,blood,between,us,and,the,swedes,,,,,,,,,,
2999,this,vicious,feud,i,am,convinced,3000,,,,,,,,,,,,
3000,is,bound,to,revive,they,will,cross,our,borders,,,,,,,,,,
3001,and,attack,in,force,once,they,find,out,,,,,,,,,,,
3002,that,beowulf,is,dead,in,days,gone,by,,,,,,,,,,,
3003,when,our,warriors,fell,and,we,were,undefended,,,,,,,,,,,
3004,he,kept,our,coffers,and,our,kingdoms,safe,,,,,,,,,,,
3005,he,worked,for,the,people,but,as,well,as,that,,,,,,,,,
3006,he,behaved,like,a,hero,we,must,hurry,now,,,,,,,,,,
3007,to,take,a,last,look,at,the,king,,,,,,,,,,,
3008,and,launch,him,lord,and,lavisher,of,rings,,,,,,,,,,,
3009,on,the,funeral,road,his,royal,pyre,3010,,,,,,,,,,,
3010,will,melt,no,small,amount,of,gold,,,,,,,,,,,,
3011,heaped,there,in,the,hoard,it,was,bought,at,heavy,cost,,,,,,,,
3012,and,that,pile,of,rings,he,paid,for,at,the,end,,,,,,,,
3013,with,his,own,life,will,go,up,in,flames,,,,,,,,,,
3014,be,furled,in,fire,treasure,no,follower,,,,,,,,,,,,
3015,will,wear,in,his,memory,nor,lovely,woman,,,,,,,,,,,
3016,link,and,attach,as,a,torque,around,her,neck,,,,,,,,,,
3017,but,often,repeatedly,in,the,path,of,exile,,,,,,,,,,,
3018,they,shall,walk,bereft,bowed,under,woe,,,,,,,,,,,,
3019,now,that,their,leaders,laugh,is,silenced,3020,,,,,,,,,,,
3020,high,spirits,quenched,many,a,spear,,,,,,,,,,,,,
3021,dawncold,to,the,touch,will,be,taken,down,,,,,,,,,,,
3022,and,waved,on,high,the,swept,harp,,,,,,,,,,,,
3023,wont,waken,warriors,but,the,raven,winging,,,,,,,,,,,,
3024,darkly,over,the,doomed,will,have,news,,,,,,,,,,,,
3025,tidings,of,the,eagle,of,how,he,hoked,and,ate,,,,,,,,,
3026,how,the,wolf,and,he,made,short,work,of,the,dead,,,,,,,,
3027,such,was,the,drift,of,the,dire,report,,,,,,,,,,,
3028,that,gallant,man,delivered,he,got,little,wrong,,,,,,,,,,,
3029,in,what,he,told,and,predicted,3030,the,whole,troop,,,,,,,,,
3030,rose,in,tears,then,took,their,way,,,,,,,,,,,,
3031,to,the,uncanny,scene,under,earnaness,,,,,,,,,,,,,
3032,there,on,the,sand,where,his,soul,had,left,him,,,,,,,,,
3033,they,found,him,at,rest,their,ringgiver,,,,,,,,,,,,
3034,from,days,gone,by,the,great,man,,,,,,,,,,,,
3035,had,breathed,his,last,beowulf,the,king,,,,,,,,,,,,
3036,had,indeed,met,with,a,marvelous,death,,,,,,,,,,,,
3037,but,what,they,saw,first,was,far,stranger,,,,,,,,,,,
3038,the,serpent,on,the,ground,gruesome,and,vile,,,,,,,,,,,
3039,lying,facing,him,the,firedragon,3040,,,,,,,,,,,,,
3040,was,scaresomely,burnt,scorched,all,colors,,,,,,,,,,,,,
3041,from,head,to,tail,his,entire,length,,,,,,,,,,,,
3042,was,fifty,feet,he,had,shimmered,forth,,,,,,,,,,,,
3043,on,the,night,air,once,then,winged,back,,,,,,,,,,,
3044,down,to,his,den,but,death,owned,him,now,,,,,,,,,,
3045,he,would,never,enter,his,earthgallery,again,,,,,,,,,,,,
3046,beside,him,stood,pitchers,and,piledup,dishes,,,,,,,,,,,,
3047,silent,flagons,precious,swords,,,,,,,,,,,,,,,
3048,eaten,through,with,rust,ranged,as,they,had,been,,,,,,,,,,
3049,while,they,waited,their,thousand,winters,underground,3050,,,,,,,,,,,
3050,that,huge,cache,gold,inherited,,,,,,,,,,,,,,
3051,from,an,ancient,race,was,under,a,spell,,,,,,,,,,,
3052,which,meant,no,one,was,ever,permitted,,,,,,,,,,,,
3053,to,enter,the,kinghall,unless,god,himself,,,,,,,,,,,,
3054,mankinds,keeper,true,king,of,triumphs,,,,,,,,,,,,,
3055,allowed,some,person,pleasing,him,,,,,,,,,,,,,,
3056,and,in,his,eyes,worthyto,open,the,hoard,,,,,,,,,,,
3057,what,came,about,brought,to,nothing,,,,,,,,,,,,,
3058,the,hopes,of,the,one,who,had,wrongly,hidden,,,,,,,,,,
3059,riches,under,the,rock,face,first,the,dragon,slew,3060,,,,,,,,,
3060,that,man,among,men,who,in,turn,made,fierce,amends,,,,,,,,,
3061,and,settled,the,feud,famous,for,his,deeds,,,,,,,,,,,
3062,a,warrior,may,be,but,it,remains,a,mystery,,,,,,,,,,
3063,where,his,life,will,end,when,he,may,no,longer,,,,,,,,,
3064,dwell,in,the,meadhall,among,his,own,,,,,,,,,,,,
3065,so,it,was,with,beowulf,when,he,faced,the,cruelty,,,,,,,,,
3066,and,cunning,of,the,moundguard,he,himself,was,ignorant,,,,,,,,,,
3067,of,how,his,departure,from,the,world,would,happen,,,,,,,,,,
3068,the,highborn,chiefs,who,had,buried,the,treasure,,,,,,,,,,,
3069,declared,it,until,doomsday,so,accursed,3070,,,,,,,,,,,,
3070,that,whoever,robbed,it,would,be,guilty,of,wrong,,,,,,,,,,
3071,and,grimly,punished,for,their,transgression,,,,,,,,,,,,,
3072,hasped,in,hellbonds,in,heathen,shrines,,,,,,,,,,,,,
3073,yet,beowulfs,gaze,at,the,gold,treasure,,,,,,,,,,,,
3074,when,he,first,saw,it,had,not,been,selfish,,,,,,,,,,
3075,wiglaf,son,of,weohstan,spoke,,,,,,,,,,,,,,
3076,often,when,one,man,follows,his,own,will,,,,,,,,,,,
3077,many,are,hurt,this,happened,to,us,,,,,,,,,,,,
3078,nothing,we,advised,could,ever,convince,,,,,,,,,,,,,
3079,the,prince,we,loved,our,lands,guardian,3080,,,,,,,,,,,
3080,not,to,vex,the,custodian,of,the,gold,,,,,,,,,,,
3081,let,him,lie,where,he,was,long,accustomed,,,,,,,,,,,
3082,lurk,there,under,the,earth,until,the,end,of,the,world,,,,,,,,
3083,he,held,to,his,high,destiny,the,hoard,is,laid,bare,,,,,,,,
3084,but,at,a,grave,cost,it,was,too,cruel,a,fate,,,,,,,,
3085,that,forced,the,king,to,that,encounter,,,,,,,,,,,,
3086,i,have,been,inside,and,seen,everything,,,,,,,,,,,,
3087,amassed,in,the,vault,i,managed,to,enter,,,,,,,,,,,
3088,although,no,great,welcome,awaited,me,,,,,,,,,,,,,
3089,under,the,earth,wall,i,quickly,gathered,up,3090,,,,,,,,,,
3090,a,huge,pile,of,the,priceless,treasures,,,,,,,,,,,,
3091,handpicked,from,the,hoard,and,carried,them,here,,,,,,,,,,,
3092,where,the,king,could,see,them,he,was,still,himself,,,,,,,,,
3093,alive,aware,and,in,spite,of,his,weakness,,,,,,,,,,,
3094,he,had,many,requests,he,wanted,me,to,greet,you,,,,,,,,,
3095,and,order,the,building,of,a,barrow,that,would,crown,,,,,,,,,
3096,the,site,of,his,pyre,serve,as,his,memorial,,,,,,,,,,
3097,in,a,commanding,position,since,of,all,men,,,,,,,,,,,
3098,to,have,lived,and,thrived,and,lorded,it,on,earth,,,,,,,,,
3099,his,worth,and,due,as,a,warrior,were,the,greatest,3100,,,,,,,,
3100,now,let,us,again,go,quickly,,,,,,,,,,,,,
3101,and,feast,our,eyes,on,that,amazing,fortune,,,,,,,,,,,
3102,heaped,under,the,wall,i,will,show,the,way,,,,,,,,,,
3103,and,take,you,close,to,those,coffers,packed,with,rings,,,,,,,,,
3104,and,bars,of,gold,let,a,bier,be,made,,,,,,,,,,
3105,and,got,ready,quickly,when,we,come,out,,,,,,,,,,,
3106,and,then,let,us,bring,the,body,of,our,lord,,,,,,,,,
3107,the,man,we,loved,to,where,he,will,lodge,,,,,,,,,,
3108,for,a,long,time,in,the,care,of,the,almighty,,,,,,,,,
3109,then,weohstans,son,stalwart,to,the,end,3110,,,,,,,,,,,
3110,had,orders,given,to,owners,of,dwellings,,,,,,,,,,,,
3111,many,people,of,importance,in,the,land,,,,,,,,,,,,
3112,to,fetch,wood,from,far,and,wide,,,,,,,,,,,,
3113,for,the,good,mans,pyre,now,shall,flame,consume,,,,,,,,,,
3114,our,leader,in,battle,the,blaze,darken,,,,,,,,,,,,
3115,round,him,who,stood,his,ground,in,the,steelhail,,,,,,,,,,
3116,when,the,arrowstorm,shot,from,bowstrings,,,,,,,,,,,,,
3117,pelted,from,the,shieldwall,the,shaft,hit,home,,,,,,,,,,,
3118,featherfledged,it,finned,the,barb,in,flight,,,,,,,,,,,,
3119,next,the,wise,son,of,weohstan,3120,,,,,,,,,,,,
3120,called,from,among,the,kings,thanes,,,,,,,,,,,,,
3121,a,group,of,seven,he,selected,the,best,,,,,,,,,,,
3122,and,entered,with,them,the,eighth,of,their,number,,,,,,,,,,
3123,under,the,godcursed,roof,one,raised,,,,,,,,,,,,,
3124,a,lighted,torch,and,led,the,way,,,,,,,,,,,,
3125,no,lots,were,cast,for,who,should,loot,the,hoard,,,,,,,,,
3126,for,it,was,obvious,to,them,that,every,bit,of,it,,,,,,,,
3127,lay,unprotected,within,the,vault,,,,,,,,,,,,,,
3128,there,for,the,taking,it,was,no,trouble,,,,,,,,,,,
3129,to,hurry,to,work,and,haul,out,3130,,,,,,,,,,,
3130,the,priceless,store,they,pitched,the,dragon,,,,,,,,,,,,
3131,over,the,cliff,top,let,tides,flow,,,,,,,,,,,,
3132,and,backwash,take,the,treasureminder,,,,,,,,,,,,,,
3133,then,coiled,gold,was,loaded,on,a,cart,,,,,,,,,,,
3134,in,great,abundance,and,the,grayhaired,leader,,,,,,,,,,,,
3135,the,prince,of,his,bier,born,to,hronesness,,,,,,,,,,,
3136,the,geat,people,built,a,pyre,for,beowulf,,,,,,,,,,,
3137,stacked,and,decked,it,until,it,stood,foursquare,,,,,,,,,,,
3138,hung,with,helmets,heavy,warshields,,,,,,,,,,,,,,
3139,and,shining,armor,just,as,he,had,ordered,3140,,,,,,,,,,
3140,then,his,warriors,laid,him,in,the,middle,of,it,,,,,,,,,
3141,mourning,a,lord,farfamed,and,beloved,,,,,,,,,,,,,
3142,on,a,height,they,kindled,the,hugest,of,all,,,,,,,,,,
3143,funeral,fires,fumes,of,wood,smoke,,,,,,,,,,,,,
3144,billowed,darkly,up,the,blaze,roared,,,,,,,,,,,,,
3145,and,drowned,out,their,weeping,wind,died,down,,,,,,,,,,,
3146,and,flames,wrought,havoc,in,the,hot,bonehouse,,,,,,,,,,,
3147,burning,it,to,the,core,they,were,disconsolate,,,,,,,,,,,
3148,and,wailed,aloud,for,their,lords,decease,,,,,,,,,,,,
3149,a,geat,woman,too,sang,out,in,grief,3150,,,,,,,,,,
3150,with,hair,bound,up,she,unburdened,herself,,,,,,,,,,,,
3151,of,her,worst,fears,a,wild,litany,,,,,,,,,,,,
3152,of,nightmare,and,lament,her,nation,invaded,,,,,,,,,,,,
3153,enemies,on,the,rampage,bodies,in,piles,,,,,,,,,,,,
3154,slavery,and,abasement,heaven,swallowed,the,smoke,,,,,,,,,,,,
3155,then,the,geat,people,began,to,construct,,,,,,,,,,,,
3156,a,mound,on,a,headland,high,and,imposing,,,,,,,,,,,
3157,a,marker,that,sailors,could,see,from,far,away,,,,,,,,,,
3158,and,in,ten,days,they,had,done,the,work,,,,,,,,,,
3159,it,was,their,heros,memorial,what,remained,from,fire,3160,,,,,,,,,
3160,they,housed,inside,it,behind,a,wall,,,,,,,,,,,,
3161,as,worthy,of,him,as,their,workmanship,could,make,it,,,,,,,,,
3162,and,they,buried,torques,in,the,barrow,and,jewels,,,,,,,,,,
3163,and,a,trove,of,such,things,as,trespassing,men,,,,,,,,,,
3164,had,once,dared,to,drag,from,the,hoard,,,,,,,,,,,
3165,they,let,the,ground,keep,that,ancestral,treasure,,,,,,,,,,,
3166,gold,under,gravel,gone,to,earth,,,,,,,,,,,,,
3167,as,useless,to,men,now,as,it,ever,was,,,,,,,,,,
3168,then,twelve,warriors,rode,around,the,tomb,,,,,,,,,,,,
3169,chieftains,sons,champions,in,battle,3170,,,,,,,,,,,,,
3170,all,of,them,distraught,chanting,in,dirges,,,,,,,,,,,,
3171,mourning,his,loss,as,a,man,and,a,king,,,,,,,,,,
3172,they,extolled,his,heroic,exploits,,,,,,,,,,,,,,
3173,and,gave,thanks,for,his,greatness,which,was,the,proper,thing,,,,,,,,
